;Mkt-RF;SMB;HML;RMW;CMA;RF
20140711;0.06;-0.17;-0.29;0.03;-0.03;0.00
20140714;0.57;-0.21;-0.09;0.03;0.00;0.00
20140715;-0.39;-0.18;0.26;0.17;0.06;0.00
20140716;0.50;-0.53;0.48;-0.04;0.23;0.00
20140717;-0.82;0.36;0.09;0.22;0.12;0.00
20140718;0.46;-0.23;-0.22;-0.09;-0.18;0.00
20140721;-0.26;0.02;0.03;-0.10;-0.16;0.00
20140722;0.59;-0.04;-0.04;0.04;-0.07;0.00
20140723;0.22;0.15;-0.44;-0.06;-0.04;0.00
20140724;0.10;-0.31;0.12;-0.31;0.11;0.00
20140725;-0.46;0.22;0.27;-0.09;0.11;0.00
20140728;-0.05;-0.13;0.12;0.08;-0.05;0.00
20140729;-0.17;0.26;-0.34;-0.06;-0.08;0.00
20140730;-0.16;-0.04;-0.31;-0.43;-0.18;0.00
20140731;-1.48;0.38;0.19;0.23;0.03;0.00
20140801;-0.57;-0.12;0.01;0.06;0.06;0.00
20140804;0.28;-0.12;0.09;-0.03;-0.10;0.00
20140805;-0.67;0.25;-0.41;0.19;-0.23;0.00
20140806;-0.25;0.07;-0.01;-0.07;0.06;0.00
20140807;-0.56;0.23;0.00;0.03;0.05;0.00
20140808;0.24;-0.52;-0.03;-0.08;0.15;0.00
20140811;0.78;0.44;-0.15;0.08;-0.14;0.00
20140812;-0.10;-0.08;0.05;0.09;-0.06;0.00
20140813;0.50;-0.25;-0.04;-0.18;-0.01;0.00
20140814;0.42;-0.10;-0.20;0.04;-0.06;0.00
20140815;0.02;0.21;-0.08;0.20;-0.16;0.00
20140818;0.71;-0.06;-0.26;-0.03;0.01;0.00
20140819;0.40;-0.17;-0.12;0.16;-0.03;0.00
20140820;-0.09;-0.38;0.11;0.04;0.07;0.00
20140821;0.45;-0.07;0.42;-0.16;0.18;0.00
20140822;-0.23;0.20;-0.26;-0.01;-0.21;0.00
20140825;0.46;-0.27;-0.10;-0.08;0.07;0.00
20140826;0.21;0.11;0.01;-0.32;0.04;0.00
20140827;0.18;0.09;0.18;0.04;0.07;0.00
20140828;-0.39;-0.02;0.05;0.16;-0.01;0.00
20140829;0.13;-0.01;0.02;-0.22;-0.04;0.00
20140901;0.04;0.04;0.02;-0.02;0.03;0.00
20140902;0.00;-0.10;-0.20;-0.06;-0.12;0.00
20140903;0.33;-0.26;0.19;-0.08;0.33;0.00
20140904;-0.37;-0.38;0.01;-0.07;0.02;0.00
20140905;0.18;-0.16;0.07;-0.06;0.09;0.00
20140908;-0.50;0.08;-0.27;-0.33;-0.01;0.00
20140909;-0.40;-0.02;0.00;0.16;-0.02;0.00
20140910;0.14;-0.19;-0.04;-0.20;-0.13;0.00
20140911;-0.02;0.01;0.01;-0.17;0.02;0.00
20140912;-0.27;-0.03;-0.05;-0.06;0.02;0.00
20140915;-0.24;-0.35;0.27;0.31;0.32;0.00
20140916;0.31;-0.32;0.00;0.20;-0.07;0.00
20140917;-0.21;-0.24;0.00;-0.29;-0.11;0.00
20140918;0.67;-0.23;-0.11;0.00;-0.10;0.00
20140919;-0.23;-0.20;-0.20;0.20;-0.15;0.00
20140922;-0.74;-0.07;0.02;0.33;0.14;0.00
20140923;-0.68;0.18;0.04;0.01;-0.13;0.00
20140924;0.36;-0.28;-0.44;-0.09;-0.07;0.00
20140925;-1.11;0.51;0.25;0.02;0.14;0.00
20140926;0.26;-0.49;-0.04;0.01;-0.29;0.00
20140929;-0.35;0.13;-0.25;0.22;-0.20;0.00
20140930;-0.29;-0.53;-0.09;0.17;0.05;0.00
20141001;-1.01;0.30;0.28;0.06;0.11;0.00
20141002;-0.69;0.26;-0.49;-0.03;-0.26;0.00
20141003;0.34;-0.58;-0.51;-0.11;-0.15;0.00
20141006;0.48;0.09;0.22;0.10;0.19;0.00
20141007;-1.22;0.25;0.23;0.14;0.03;0.00
20141008;0.69;-0.58;-0.14;-0.15;0.00;0.00
20141009;-1.57;0.06;-0.23;0.32;-0.02;0.00
20141010;-1.52;-0.10;0.12;0.16;0.29;0.00
20141013;-0.55;0.63;0.54;-0.28;0.26;0.00
20141014;-0.38;-0.06;-0.35;0.00;0.12;0.00
20141015;-0.51;1.40;-0.77;0.31;-0.34;0.00
20141016;-0.32;-0.07;-0.19;-0.27;-0.15;0.00
20141017;1.10;-1.09;-0.13;0.04;0.04;0.00
20141020;0.93;0.50;-0.20;0.25;-0.09;0.00
20141021;1.36;-0.86;0.09;-0.10;-0.09;0.00
20141022;-0.20;0.34;0.03;0.32;0.19;0.00
20141023;0.79;-0.51;-0.23;-0.26;-0.13;0.00
20141024;0.42;-0.22;-0.05;-0.12;0.01;0.00
20141027;-0.11;0.11;-0.40;0.36;-0.06;0.00
20141028;1.11;0.09;0.10;-0.23;-0.04;0.00
20141029;-0.21;0.12;0.01;0.30;-0.13;0.00
20141030;0.43;-0.25;-0.72;0.08;-0.05;0.00
20141031;1.09;-0.45;0.01;-0.07;0.02;0.00
20141103;-0.54;-0.05;-0.13;-0.06;-0.12;0.00
20141104;-0.09;0.24;-0.44;0.20;-0.05;0.00
20141105;0.42;-0.66;0.52;0.04;0.37;0.00
20141106;-0.09;-0.23;-0.36;0.10;-0.19;0.00
20141107;0.28;0.30;0.44;-0.05;-0.08;0.00
20141110;0.26;-0.03;-0.39;-0.06;-0.24;0.00
20141111;0.34;-0.22;-0.24;0.07;-0.07;0.00
20141112;-0.27;0.31;-0.21;0.09;-0.26;0.00
20141113;0.11;-0.54;-0.19;0.29;0.06;0.00
20141114;0.22;-0.05;0.38;-0.10;-0.01;0.00
20141117;-0.38;-0.63;0.21;-0.02;0.19;0.00
20141118;0.81;-0.04;0.03;-0.11;0.12;0.00
20141119;-0.23;-0.52;-0.11;0.25;0.02;0.00
20141120;0.08;0.40;-0.01;0.06;-0.22;0.00
20141121;0.57;-0.31;0.21;-0.13;0.07;0.00
20141124;0.33;0.22;-0.30;-0.16;-0.06;0.00
20141125;0.14;0.03;0.07;-0.07;0.13;0.00
20141126;0.26;0.06;-0.25;0.05;-0.11;0.00
20141127;-0.17;-0.21;-0.43;0.05;0.11;0.00
20141128;-0.39;-0.48;-0.73;0.31;0.07;0.00
20141201;-0.54;-0.24;0.23;0.28;0.37;0.00
20141202;0.23;0.00;0.04;-0.35;0.03;0.00
20141203;0.25;0.01;0.29;-0.27;0.06;0.00
20141204;-0.20;0.19;-0.20;0.16;-0.23;0.00
20141205;0.19;-0.23;-0.04;-0.48;0.15;0.00
20141208;-0.63;0.09;-0.02;0.04;0.09;0.00
20141209;-0.38;0.76;0.08;-0.26;-0.16;0.00
20141210;-1.04;0.39;-0.24;0.28;0.21;0.00
20141211;-0.02;-0.36;-0.37;0.15;-0.01;0.00
20141212;-1.42;0.79;-0.36;0.13;-0.18;0.00
20141215;-1.10;0.32;-0.15;0.55;-0.11;0.00
20141216;0.04;-0.10;0.44;-0.17;0.44;0.00
20141217;0.72;-0.22;0.10;-0.40;-0.35;0.00
20141218;2.13;-0.84;-0.19;-0.03;-0.15;0.00
20141219;0.50;-0.04;0.15;-0.07;-0.37;0.00
20141222;0.30;-0.17;-0.23;0.18;0.03;0.00
20141223;0.10;-0.29;0.70;0.03;0.38;0.00
20141224;0.21;0.28;0.01;-0.04;-0.04;0.00
20141225;0.04;-0.02;-0.01;-0.01;0.01;0.00
20141226;0.15;0.25;-0.24;0.01;-0.11;0.00
20141229;0.09;0.11;0.11;0.07;0.04;0.00
20141230;-0.48;0.64;0.20;-0.09;0.16;0.00
20141231;-0.54;0.45;-0.22;-0.07;-0.12;0.00
20150101;0.02;0.00;0.00;0.00;0.00;0.00
20150102;-0.47;-0.07;0.24;-0.26;0.07;0.00
20150105;-1.74;1.18;-0.67;0.36;-0.09;0.00
20150106;-1.14;-0.13;0.01;0.31;0.19;0.00
20150107;0.56;-0.40;-0.45;0.14;-0.25;0.00
20150108;1.68;-0.76;-0.24;0.09;-0.12;0.00
20150109;-0.48;0.60;-0.27;0.31;-0.22;0.00
20150112;-0.37;0.08;-0.34;-0.04;0.21;0.00
20150113;0.11;-0.14;-0.17;0.35;0.03;0.00
20150114;-0.74;0.37;-0.41;0.35;-0.08;0.00
20150115;0.13;-0.14;0.30;0.37;0.59;0.00
20150116;0.44;-0.50;-0.03;-0.22;-0.23;0.00
20150119;0.24;-0.10;0.05;-0.04;0.14;0.00
20150120;0.15;-0.42;-0.19;-0.04;-0.24;0.00
20150121;0.56;-0.63;0.27;0.15;-0.07;0.00
20150122;0.65;-0.50;0.35;-0.42;0.04;0.00
20150123;-0.01;0.20;-0.49;0.23;-0.41;0.00
20150126;0.42;0.09;-0.13;-0.08;-0.05;0.00
20150127;-0.25;0.73;0.18;-0.16;0.31;0.00
20150128;-0.98;0.39;-0.38;0.56;-0.20;0.00
20150129;0.32;-0.43;-0.22;0.05;-0.14;0.00
20150130;-0.77;0.48;0.08;0.12;-0.19;0.00
20150202;0.88;-0.49;0.68;-0.04;0.09;0.00
20150203;1.38;-0.42;0.73;-0.28;0.26;0.00
20150204;-0.20;0.21;-0.14;0.13;-0.01;0.00
20150205;0.92;0.05;-0.22;-0.13;-0.23;0.00
20150206;-0.51;-0.02;0.08;-0.32;-0.05;0.00
20150209;-0.35;0.26;0.19;0.12;-0.06;0.00
20150210;0.64;-0.48;-0.67;0.21;-0.27;0.00
20150211;-0.20;-0.21;-0.19;0.03;-0.12;0.00
20150212;1.27;0.13;0.26;-0.24;-0.03;0.00
20150213;0.55;-0.07;0.16;-0.24;-0.06;0.00
20150216;-0.01;0.24;0.15;-0.09;0.10;0.00
20150217;0.24;-0.09;-0.02;-0.11;-0.08;0.00
20150218;0.38;0.23;-0.25;0.03;0.02;0.00
20150219;0.08;0.04;-0.36;-0.01;-0.17;0.00
20150220;0.45;-0.25;-0.21;0.12;-0.05;0.00
20150223;0.05;-0.03;-0.33;0.25;-0.14;0.00
20150224;0.37;-0.07;0.40;-0.18;0.21;0.00
20150225;0.13;0.35;-0.31;-0.18;-0.14;0.00
20150226;-0.22;0.11;-0.20;-0.16;-0.20;0.00
20150227;-0.09;0.05;-0.04;0.13;0.12;0.00
20150302;0.24;-0.19;-0.31;-0.05;0.12;0.00
20150303;-0.40;0.10;0.07;0.14;-0.08;0.00
20150304;-0.38;0.02;-0.28;-0.03;-0.06;0.00
20150305;0.17;-0.02;-0.40;-0.13;-0.07;0.00
20150306;-1.13;0.27;0.11;-0.03;-0.01;0.00
20150309;0.00;-0.09;-0.13;0.08;-0.05;0.00
20150310;-1.63;0.60;-0.27;0.03;-0.06;0.00
20150311;-0.06;0.02;0.26;-0.37;0.10;0.00
20150312;1.10;0.08;0.09;0.03;0.03;0.00
20150313;-0.57;0.28;-0.24;0.05;-0.10;0.00
20150316;1.10;-0.74;-0.28;-0.11;-0.04;0.00
20150317;-0.19;0.17;0.11;0.00;-0.19;0.00
20150318;1.67;-0.25;0.08;0.20;0.00;0.00
20150319;-0.73;0.29;-0.72;0.11;-0.39;0.00
20150320;1.31;-0.12;0.36;0.14;0.19;0.00
20150323;0.23;0.40;0.40;0.07;0.18;0.00
20150324;-0.23;0.31;0.08;-0.06;0.01;0.00
20150325;-0.90;0.10;0.88;0.09;0.35;0.00
20150326;-0.66;-0.04;0.05;-0.06;-0.20;0.00
20150327;0.14;-0.07;-0.58;0.06;-0.09;0.00
20150330;0.69;-0.43;-0.12;-0.25;-0.06;0.00
20150331;-0.84;0.72;0.05;0.13;0.06;0.00
20150401;-0.08;0.13;0.38;-0.22;0.25;0.00
20150402;0.70;0.09;0.20;-0.05;0.18;0.00
20150403;0.42;0.21;0.04;0.15;0.00;0.00
20150406;0.16;-0.18;-0.09;0.17;-0.13;0.00
20150407;0.11;-0.32;-0.08;-0.09;-0.09;0.00
20150408;0.32;0.59;-0.59;0.11;-0.32;0.00
20150409;0.29;-0.47;-0.13;0.02;-0.11;0.00
20150410;0.40;0.04;-0.18;-0.11;-0.05;0.00
20150413;-0.23;0.56;0.03;-0.30;-0.15;0.00
20150414;0.30;0.36;0.34;-0.02;0.15;0.00
20150415;0.57;-0.05;0.42;-0.19;0.02;0.00
20150416;0.08;0.28;0.04;-0.19;0.06;0.00
20150417;-1.11;0.10;0.26;-0.07;0.00;0.00
20150420;0.40;-0.56;-0.02;0.06;-0.15;0.00
20150421;0.23;0.07;-0.67;0.27;-0.27;0.00
20150422;0.24;-0.15;0.07;-0.14;-0.08;0.00
20150423;0.45;0.12;0.12;-0.06;-0.03;0.00
20150424;0.40;-0.06;-0.01;0.37;-0.22;0.00
20150427;0.13;-0.14;0.47;0.21;0.01;0.00
20150428;0.13;0.33;0.61;-0.11;0.21;0.00
20150429;-0.44;0.17;0.41;-0.42;-0.10;0.00
20150430;-0.79;-0.24;0.56;-0.06;0.36;0.00
20150501;0.26;-0.62;-0.31;0.04;-0.13;0.00
20150504;0.31;0.10;0.06;-0.17;-0.06;0.00
20150505;-0.92;0.45;0.15;0.12;0.19;0.00
20150506;0.04;0.27;0.10;-0.16;0.12;0.00
20150507;-0.12;-0.26;-0.25;-0.12;0.06;0.00
20150508;1.35;-0.39;-0.27;0.04;-0.20;0.00
20150511;-0.20;0.58;0.00;-0.05;-0.05;0.00
20150512;-0.24;0.32;0.21;-0.13;0.12;0.00
20150513;0.48;0.30;-0.02;0.00;0.15;0.00
20150514;0.75;-0.39;-0.15;-0.01;-0.16;0.00
20150515;0.16;0.09;-0.19;0.17;0.05;0.00
20150518;0.03;0.16;-0.22;-0.25;-0.29;0.00
20150519;-0.14;-0.11;-0.14;-0.12;-0.03;0.00
20150520;-0.02;0.07;-0.13;-0.03;-0.02;0.00
20150521;0.35;-0.17;0.07;0.07;-0.03;0.00
20150522;-0.40;0.10;0.11;-0.08;-0.07;0.00
20150525;-0.07;0.05;-0.08;0.09;-0.06;0.00
20150526;-1.18;0.21;-0.07;-0.09;0.05;0.00
20150527;0.77;-0.33;-0.11;-0.10;-0.05;0.00
20150528;-0.07;0.03;0.09;-0.21;0.03;0.00
20150529;-0.61;0.59;0.09;-0.10;-0.02;0.00
20150601;-0.13;0.14;-0.20;-0.02;-0.11;0.00
20150602;0.44;0.40;0.44;-0.20;0.20;0.00
20150603;0.43;0.07;0.03;-0.24;0.10;0.00
20150604;-0.85;0.21;-0.03;-0.04;-0.01;0.00
20150605;-0.72;0.29;-0.04;-0.30;-0.25;0.00
20150608;-0.20;0.41;0.10;0.07;0.23;0.00
20150609;-0.29;-0.44;0.18;0.06;0.07;0.00
20150610;1.34;-0.21;-0.02;0.08;0.08;0.00
20150611;0.24;0.04;-0.32;0.09;-0.09;0.00
20150612;-0.57;0.50;-0.02;-0.04;-0.11;0.00
20150615;-0.62;0.18;-0.05;0.01;-0.08;0.00
20150616;0.25;-0.28;-0.22;0.20;-0.03;0.00
20150617;0.18;0.13;-0.39;0.09;-0.20;0.00
20150618;0.61;-0.27;-0.42;-0.05;-0.06;0.00
20150619;-0.12;0.43;-0.07;0.10;0.01;0.00
20150622;1.03;-0.64;0.13;-0.18;0.07;0.00
20150623;0.14;0.11;0.10;-0.01;-0.06;0.00
20150624;-0.47;0.20;0.27;0.04;-0.04;0.00
20150625;-0.19;0.11;-0.06;0.01;0.05;0.00
20150626;-0.28;-0.15;0.21;0.01;0.26;0.00
20150629;-2.07;0.21;0.11;0.35;0.07;0.00
20150630;-0.20;0.59;-0.40;-0.05;-0.37;0.00
20150701;0.44;-0.43;-0.30;0.19;-0.01;0.00
20150702;0.07;-0.25;0.17;0.14;0.11;0.00
20150703;-0.19;-0.40;0.16;0.06;-0.07;0.00
20150706;-1.01;-0.40;-0.59;0.28;0.10;0.00
20150707;-0.19;-0.30;-0.35;0.70;-0.07;0.00
20150708;-1.21;-0.43;0.22;0.12;0.43;0.00
20150709;0.70;0.08;-0.26;-0.46;-0.38;0.00
20150710;1.52;-0.43;-0.23;-0.26;-0.03;0.00
20150713;0.85;-0.06;-0.34;-0.04;-0.13;0.00
20150714;0.67;0.21;-0.07;-0.01;-0.17;0.00
20150715;-0.17;-0.34;-0.11;-0.03;0.09;0.00
20150716;0.67;-0.20;-0.42;0.07;-0.42;0.00
20150717;-0.09;-0.09;-0.54;0.00;-0.49;0.00
20150720;0.01;-0.35;-0.60;0.35;-0.05;0.00
20150721;-0.08;0.54;0.27;0.03;-0.12;0.00
20150722;-0.51;0.14;-0.09;-0.26;0.03;0.00
20150723;-0.20;0.06;-0.29;0.13;-0.07;0.00
20150724;-0.94;0.07;-0.05;0.11;0.09;0.00
20150727;-0.87;-0.28;0.18;0.08;0.24;0.00
20150728;0.87;-0.37;-0.13;0.02;0.14;0.00
20150729;0.54;-0.33;0.33;0.40;0.27;0.00
20150730;0.06;-0.04;0.10;0.10;0.03;0.00
20150731;0.26;0.30;-0.36;0.06;-0.27;0.00
20150803;-0.19;-0.29;-0.23;0.25;-0.06;0.00
20150804;-0.24;0.06;-0.26;0.25;0.03;0.00
20150805;0.47;-0.35;-0.05;-0.05;-0.04;0.00
20150806;-0.55;0.13;1.18;-0.07;0.38;0.00
20150807;-0.30;-0.06;0.19;0.00;0.05;0.00
20150810;1.17;-0.08;0.18;0.07;0.05;0.00
20150811;-1.04;0.36;0.30;-0.07;-0.01;0.00
20150812;-0.51;0.12;0.07;0.09;0.27;0.00
20150813;0.13;-0.21;-0.17;0.02;0.00;0.00
20150814;0.12;0.06;-0.11;0.10;0.05;0.00
20150817;0.27;0.07;-0.40;-0.04;-0.09;0.00
20150818;-0.33;-0.15;0.04;0.10;0.09;0.00
20150819;-0.88;0.09;-0.14;-0.05;0.08;0.00
20150820;-1.75;0.34;0.44;0.26;0.46;0.00
20150821;-2.41;1.17;0.18;-0.38;0.22;0.00
20150824;-3.64;-0.01;0.01;0.29;0.10;0.00
20150825;-0.10;-0.10;-0.47;-0.22;-0.38;0.00
20150826;1.40;-0.70;-0.49;0.32;-0.40;0.00
20150827;2.21;-0.62;0.27;-0.19;-0.09;0.00
20150828;0.49;0.80;0.26;-0.21;-0.06;0.00
20150831;-0.53;0.74;0.56;0.05;0.20;0.00
20150901;-2.53;0.64;-0.04;-0.07;0.05;0.00
20150902;0.70;-0.88;-0.71;0.07;-0.08;0.00
20150903;0.50;-0.26;0.35;0.14;0.16;0.00
20150904;-1.52;0.73;-0.26;-0.03;-0.18;0.00
20150907;0.13;-0.28;0.02;-0.06;0.03;0.00
20150908;1.65;-0.82;-0.14;-0.09;-0.08;0.00
20150909;0.26;0.46;0.30;0.07;-0.21;0.00
20150910;-0.13;0.15;-0.40;0.04;-0.31;0.00
20150911;0.12;0.24;-0.57;0.18;-0.02;0.00
20150914;-0.51;0.14;-0.12;0.09;0.04;0.00
20150915;0.67;-0.52;0.07;-0.12;0.05;0.00
20150916;1.14;-0.38;0.26;0.19;0.11;0.00
20150917;0.44;0.65;-0.51;0.11;-0.52;0.00
20150918;-1.75;0.86;-0.92;0.18;-0.23;0.00
20150921;-0.04;-0.60;0.33;0.06;0.26;0.00
20150922;-1.67;0.58;0.02;0.17;-0.03;0.00
20150923;-0.24;-0.15;-0.05;0.00;0.17;0.00
20150924;-0.77;0.12;0.02;0.05;0.21;0.00
20150925;0.55;-0.72;0.80;0.24;0.51;0.00
20150928;-1.94;0.98;0.23;0.61;0.38;0.00
20150929;-0.77;-0.50;0.55;0.11;0.54;0.00
20150930;1.88;-0.63;-0.25;-0.01;-0.28;0.00
20151001;0.25;0.01;0.04;0.07;-0.19;0.00
20151002;1.15;-0.24;-0.24;-0.09;-0.20;0.00
20151005;1.92;-0.33;0.54;-0.12;0.09;0.00
20151006;0.37;0.17;0.99;0.04;0.18;0.00
20151007;0.73;0.18;0.68;-0.31;0.04;0.00
20151008;0.61;-0.22;0.37;0.13;0.24;0.00
20151009;0.63;0.15;-0.02;-0.04;-0.15;0.00
20151012;-0.03;0.00;-0.06;0.14;-0.09;0.00
20151013;-0.73;-0.04;0.00;0.13;0.22;0.00
20151014;-0.34;0.23;0.07;-0.09;0.24;0.00
20151015;1.20;0.01;-0.28;-0.27;-0.28;0.00
20151016;0.28;-0.73;-0.13;-0.22;0.04;0.00
20151019;-0.17;0.11;-0.65;0.25;-0.11;0.00
20151020;-0.11;0.11;0.58;0.16;0.27;0.00
20151021;-0.31;-0.06;0.20;0.22;0.13;0.00
20151022;0.75;-1.06;0.04;0.15;0.37;0.00
20151023;1.00;-0.54;-0.39;0.16;-0.66;0.00
20151026;-0.02;0.08;-0.36;0.17;-0.29;0.00
20151027;-0.64;-0.27;-0.68;0.00;-0.20;0.00
20151028;0.77;-0.17;0.25;-0.28;0.04;0.00
20151029;-0.12;-0.05;-0.43;0.37;-0.16;0.00
20151030;-0.05;0.41;-0.18;0.17;-0.02;0.00
20151102;0.53;0.05;-0.19;-0.29;-0.07;0.00
20151103;0.22;0.11;0.00;0.15;-0.01;0.00
20151104;-0.22;-0.04;-0.26;-0.12;-0.31;0.00
20151105;-0.10;0.00;0.04;0.07;-0.16;0.00
20151106;-0.31;0.19;0.00;-0.45;-0.22;0.00
20151109;-0.63;0.48;0.11;-0.19;0.05;0.00
20151110;-0.05;-0.24;-0.01;0.03;0.00;0.00
20151111;0.06;-0.05;-0.27;0.10;0.05;0.00
20151112;-1.01;0.33;-0.33;0.30;-0.24;0.00
20151113;-1.00;0.47;0.31;-0.27;0.14;0.00
20151116;0.51;-0.69;0.14;0.19;0.21;0.00
20151117;0.49;-0.22;-0.31;0.22;-0.08;0.00
20151118;0.88;-0.35;-0.13;-0.02;-0.20;0.00
20151119;0.47;0.11;-0.04;0.32;0.11;0.00
20151120;0.05;0.11;-0.53;0.36;-0.12;0.00
20151123;-0.14;0.25;-0.11;0.02;-0.17;0.00
20151124;-0.08;0.50;0.22;-0.01;0.09;0.00
20151125;0.23;0.01;-0.50;-0.02;-0.22;0.00
20151126;0.25;-0.09;-0.04;0.03;-0.03;0.00
20151127;-0.18;0.11;-0.22;-0.01;-0.02;0.00
20151130;-0.26;0.42;0.12;0.09;-0.14;0.00
20151201;0.94;-0.19;0.08;0.00;-0.23;0.00
20151202;-0.66;0.35;-0.54;0.22;-0.17;0.00
20151203;-0.69;0.89;0.29;0.02;0.03;0.00
20151204;0.48;-0.85;-0.40;-0.02;0.08;0.00
20151207;-0.53;-0.25;-0.62;0.46;-0.04;0.00
20151208;-0.86;0.27;-0.63;0.15;-0.31;0.00
20151209;-0.23;0.19;0.58;0.10;0.37;0.00
20151210;-0.22;-0.23;-0.16;-0.01;0.03;0.00
20151211;-1.46;0.57;0.07;0.06;0.23;0.00
20151214;-0.48;-0.42;-0.38;0.34;0.02;0.00
20151215;0.85;-0.79;0.29;-0.48;0.05;0.00
20151216;1.20;-0.26;-0.19;-0.02;-0.31;0.00
20151217;-0.66;0.50;-0.19;0.00;-0.24;0.00
20151218;-1.09;0.98;-0.06;-0.10;-0.02;0.00
20151221;0.21;-0.13;-0.21;0.01;0.07;0.00
20151222;0.65;-0.15;0.35;-0.10;0.24;0.00
20151223;1.27;-0.47;0.48;-0.19;0.11;0.00
20151224;0.09;0.01;0.18;-0.23;0.04;0.00
20151225;-0.08;-0.03;-0.11;0.06;-0.06;0.00
20151228;-0.14;0.19;-0.11;0.13;0.00;0.00
20151229;0.94;-0.07;-0.40;0.22;-0.19;0.00
20151230;-0.46;0.39;-0.22;0.20;-0.01;0.00
20151231;-0.78;0.31;0.23;-0.05;-0.06;0.00
20160101;0.02;0.00;-0.01;0.00;0.01;0.00
20160104;-1.87;0.26;0.35;0.15;0.61;0.00
20160105;-0.09;-0.25;0.20;-0.14;0.38;0.00
20160106;-1.22;0.24;-0.12;0.16;0.22;0.00
20160107;-1.89;0.25;0.10;0.23;0.38;0.00
20160108;-1.04;0.16;-0.09;0.28;-0.05;0.00
20160111;-0.40;-0.52;0.10;0.35;0.35;0.00
20160112;0.26;-0.96;-0.52;0.19;-0.06;0.00
20160113;-1.13;0.66;0.58;0.26;0.31;0.00
20160114;0.17;-0.91;0.16;-0.29;0.09;0.00
20160115;-1.89;0.61;0.00;0.19;0.32;0.00
20160118;-0.45;-0.57;-0.31;0.24;0.06;0.00
20160119;0.38;-0.42;-0.22;0.38;0.00;0.00
20160120;-1.86;0.45;-0.67;0.08;-0.20;0.00
20160121;0.39;-0.96;0.14;0.14;0.30;0.00
20160122;2.38;0.05;-0.08;0.21;-0.53;0.00
20160125;-0.75;0.87;-0.94;0.65;-0.14;0.00
20160126;0.86;-0.53;0.52;-0.03;0.46;0.00
20160127;-0.18;0.29;1.03;-0.19;0.28;0.00
20160128;0.05;0.04;0.43;0.20;0.03;0.00
20160129;1.92;-0.66;0.23;-0.09;0.14;0.00
20160201;0.39;0.37;-0.93;0.70;-0.23;0.00
20160202;-1.68;0.70;-0.59;0.36;0.13;0.00
20160203;0.24;0.01;0.27;0.13;0.63;0.00
20160204;0.43;-0.21;0.89;-0.50;0.29;0.00
20160205;-1.63;0.02;1.34;-0.02;0.92;0.00
20160208;-1.55;0.64;0.63;0.63;0.74;0.00
20160209;-0.90;-0.78;-0.63;0.21;0.28;0.00
20160210;0.24;-0.29;-0.37;-0.27;-0.53;0.00
20160211;-1.36;0.77;-0.74;0.59;-0.12;0.00
20160212;0.89;-1.91;0.81;-1.02;0.56;0.00
20160215;1.34;0.33;0.07;0.07;-0.38;0.00
20160216;0.98;-0.19;-0.43;0.03;-0.34;0.00
20160217;1.60;-0.40;-0.28;-0.08;-0.44;0.00
20160218;0.11;0.92;-0.01;0.42;0.12;0.00
20160219;-0.20;0.15;-0.59;0.01;-0.08;0.00
20160222;1.10;-0.41;0.09;0.08;-0.17;0.00
20160223;-1.05;0.57;-0.28;0.26;0.15;0.00
20160224;-0.36;0.46;-0.26;0.07;0.18;0.00
20160225;1.23;-0.52;0.19;-0.12;0.10;0.00
20160226;0.09;-0.01;0.42;-0.64;-0.15;0.00
20160229;-0.33;0.64;0.19;0.20;0.14;0.00
20160301;1.68;-0.91;-0.17;0.01;-0.34;0.00
20160302;0.97;0.35;0.69;-0.63;-0.32;0.00
20160303;0.67;0.28;0.82;-0.31;0.07;0.00
20160304;0.67;0.41;0.36;0.03;0.05;0.00
20160307;0.09;0.58;0.31;-0.28;0.23;0.00
20160308;-1.09;-0.26;-0.40;0.50;0.10;0.00
20160309;0.27;-0.45;0.04;0.20;-0.04;0.00
20160310;0.10;0.23;0.24;-0.04;0.12;0.00
20160311;1.66;-0.54;0.33;-0.52;-0.26;0.00
20160314;0.14;0.21;-0.32;-0.03;-0.16;0.00
20160315;-0.57;-0.18;0.17;0.35;0.22;0.00
20160316;0.74;0.19;-0.03;0.55;-0.10;0.00
20160317;0.85;0.52;0.64;-0.06;0.35;0.00
20160318;0.16;0.15;-0.21;-0.22;0.16;0.00
20160321;-0.13;-0.19;-0.18;-0.04;-0.17;0.00
20160322;0.05;0.16;-0.25;-0.01;-0.19;0.00
20160323;-0.72;-0.31;-0.39;0.47;0.10;0.00
20160324;-0.51;0.38;-0.44;0.42;0.09;0.00
20160325;0.01;-0.16;0.11;-0.08;-0.09;0.00
20160328;0.26;0.09;0.07;-0.04;0.13;0.00
20160329;1.06;0.53;-0.56;0.18;-0.41;0.00
20160330;0.67;-0.11;-0.09;0.17;0.01;0.00
20160331;-0.29;0.27;-0.32;-0.07;-0.21;0.00
20160401;-0.29;-0.25;-0.61;-0.08;0.08;0.00
20160404;-0.18;0.03;-0.50;-0.06;0.14;0.00
20160405;-1.29;0.10;-0.37;0.25;0.27;0.00
20160406;0.94;-0.24;-0.50;-0.08;-0.42;0.00
20160407;-0.79;0.59;-0.17;0.16;0.15;0.00
20160408;0.77;0.04;0.70;-0.11;0.13;0.00
20160411;-0.01;0.32;0.52;-0.19;0.19;0.00
20160412;0.84;-0.33;0.59;-0.12;-0.06;0.00
